@relation activity_recognition_labeled

@attribute "UNIQUE_ID" numeric
@attribute "user" {"33" , "17", "29", "13" , "20" , "27" , "6" , "15" , "32" , "36" , "18" , "35" , "11" , "16" , "5", "10" , "28" , "26" , "14" , "24" , "12" , "23" , "4" , "30" , "34" , "8" , "31" , "21" , "3" , "22" , "1" , "25" , "9" , "2" , "7" , "19"} 
@attribute "X0" numeric
@attribute "X1" numeric
@attribute "X2" numeric
@attribute "X3" numeric
@attribute "X4" numeric
@attribute "X5" numeric
@attribute "X6" numeric
@attribute "X7" numeric
@attribute "X8" numeric
@attribute "X9" numeric
@attribute "Y0" numeric
@attribute "Y1" numeric
@attribute "Y2" numeric
@attribute "Y3" numeric
@attribute "Y4" numeric
@attribute "Y5" numeric
@attribute "Y6" numeric
@attribute "Y7" numeric
@attribute "Y8" numeric
@attribute "Y9" numeric
@attribute "Z0" numeric
@attribute "Z1" numeric
@attribute "Z2" numeric
@attribute "Z3" numeric
@attribute "Z4" numeric
@attribute "Z5" numeric
@attribute "Z6" numeric
@attribute "Z7" numeric
@attribute "Z8" numeric
@attribute "Z9" numeric
@attribute "XAVG" numeric
@attribute "YAVG" numeric
@attribute "ZAVG" numeric
@attribute "XPEAK" numeric
@attribute "YPEAK" numeric
@attribute "ZPEAK" numeric
@attribute "XABSOLDEV" numeric
@attribute "YABSOLDEV" numeric
@attribute "ZABSOLDEV" numeric
@attribute "XSTANDDEV" numeric
@attribute "YSTANDDEV" numeric
@attribute "ZSTANDDEV" numeric
@attribute "RESULTANT" numeric
@attribute class{ "Walking" , "Jogging" , "Upstairs" , "Downstairs" , "Sitting" , "Standing" }

@data
389,28,0.1,0.1,0.08,0.12,0.12,0.09,0.07,0.17,0.08,0.09,0.12,0.07,0.11,0.11,0.08,0.08,0.13,0.12,0.09,0.12,0.13,0.06,0.06,0.13,0.08,0.13,0.12,0.09,0.12,0.1,0,9.84,2.21,1787.5,664.29,1800,2.16,3.07,2.13,2.66,3.79,2.66,10.79,Walking
390,28,0.06,0.12,0.06,0.13,0.14,0.11,0.1,0.13,0.07,0.1,0.07,0.13,0.09,0.12,0.13,0.09,0.14,0.09,0.1,0.07,0.08,0.05,0.1,0.11,0.15,0.13,0.1,0.1,0.13,0.07,0,9.65,2.23,2000,1458.33,1775,2.01,2.67,1.79,2.44,3.28,2.44,10.45,Walking
391,28,0.09,0.09,0.1,0.11,0.12,0.12,0.11,0.09,0.11,0.1,0.06,0.15,0.1,0.11,0.09,0.1,0.11,0.09,0.11,0.1,0.1,0.05,0.11,0.11,0.1,0.16,0.09,0.07,0.14,0.09,0,9.76,2.28,2075,1812.5,1562.5,2.14,2.84,1.91,2.62,3.45,2.62,10.64,Walking
392,28,0.1,0.09,0.06,0.09,0.09,0.11,0.17,0.09,0.12,0.1,0.07,0.15,0.08,0.12,0.11,0.09,0.12,0.09,0.11,0.09,0.09,0.08,0.05,0.13,0.13,0.12,0.13,0.1,0.08,0.11,0,9.73,2.22,3650,1037.5,1037.5,2.34,2.88,1.88,2.78,3.55,2.78,10.65,Walking
393,28,0.07,0.09,0.1,0.08,0.16,0.15,0.09,0.13,0.06,0.09,0.08,0.13,0.09,0.11,0.14,0.11,0.08,0.09,0.12,0.08,0.07,0.07,0.08,0.12,0.15,0.12,0.09,0.12,0.14,0.07,0,9.58,2.29,1887.5,905.56,3225,2.1,2.73,1.83,2.59,3.38,2.59,10.52,Walking
394,28,0.04,0.1,0.09,0.14,0.11,0.13,0.1,0.04,0.04,0.02,0.02,0.07,0.15,0.06,0.14,0.18,0.05,0.06,0.05,0.02,0.01,0.03,0.08,0.09,0.12,0.07,0.08,0.11,0.17,0.05,0,7.39,2.38,3050,2325,2325,1.2,1.95,1.42,1.87,3.03,1.87,8.19,Walking
395,28,0.09,0.1,0.11,0.09,0.13,0.07,0.14,0.07,0.13,0.09,0.1,0.11,0.13,0.09,0.11,0.09,0.07,0.12,0.1,0.1,0.02,0.08,0.1,0.16,0.1,0.12,0.1,0.12,0.1,0.11,0,9.03,3.57,3550,1150,4725,1.12,2.17,1.95,1.54,2.77,1.54,10.25,Upstairs
396,28,0.11,0.09,0.1,0.12,0.1,0.09,0.12,0.1,0.11,0.07,0.11,0.12,0.1,0.1,0.07,0.1,0.05,0.13,0.09,0.15,0.08,0.1,0.07,0.07,0.17,0.09,0.13,0.12,0.1,0.09,0,9.25,3.34,750,1833.33,2516.67,1.08,2.38,1.82,1.45,2.95,1.45,10.32,Upstairs
397,28,0.15,0.13,0.07,0.07,0.07,0.13,0.08,0.09,0.09,0.14,0.11,0.15,0.07,0.08,0.08,0.11,0.08,0.07,0.14,0.12,0.09,0.08,0.11,0.14,0.07,0.14,0.09,0.11,0.1,0.09,0,9.16,3.22,416.67,3350,1125,1.3,2.38,1.84,1.73,2.99,1.73,10.24,Upstairs
398,28,0.06,0.11,0.18,0.08,0.07,0.14,0.08,0.12,0.11,0.08,0.05,0.05,0.05,0.1,0.21,0.15,0.18,0.15,0.05,0.02,0.29,0.13,0.06,0.05,0.05,0.08,0.09,0.06,0.1,0.11,0,9.18,2.79,150,1100,2666.67,1.01,1.24,2.17,1.34,1.81,1.34,10.13,Upstairs
399,28,0.03,0.06,0.1,0.11,0.11,0.1,0.08,0.14,0.12,0.18,0.05,0.1,0.09,0.1,0.13,0.12,0.15,0.12,0.08,0.07,0.06,0.13,0.12,0.11,0.11,0.08,0.1,0.12,0.09,0.1,0,9.2,3.18,4700,1330,2633.33,0.94,1.64,1.84,1.2,2.18,1.2,10.16,Upstairs
400,28,0.07,0.11,0.11,0.08,0.13,0.11,0.12,0.1,0.12,0.06,0.13,0.11,0.07,0.15,0.07,0.08,0.09,0.09,0.14,0.09,0.05,0.08,0.09,0.14,0.09,0.08,0.12,0.1,0.13,0.13,0,9,3.7,775,1278.57,3725,0.98,2.18,2.07,1.34,2.73,1.34,10.28,Upstairs
401,28,0.13,0.08,0.09,0.1,0.11,0.09,0.08,0.11,0.1,0.13,0.12,0.13,0.13,0.11,0.08,0.06,0.06,0.06,0.11,0.15,0.11,0.1,0.1,0.1,0.07,0.15,0.07,0.11,0.12,0.1,0,9.19,3.32,2450,1100,1112.5,1.16,2.61,2.06,1.53,3.22,1.53,10.32,Upstairs
402,28,0.15,0.14,0.08,0.09,0.12,0.1,0.09,0.08,0.08,0.09,0.15,0.05,0.15,0.12,0.08,0.09,0.07,0.07,0.13,0.12,0.08,0.09,0.09,0.09,0.12,0.12,0.15,0.09,0.08,0.11,0,9.12,3.29,1925,1816.67,2133.33,1.24,2.39,1.82,1.65,3.01,1.65,10.21,Upstairs
403,28,0.01,0.01,0,0.01,0.01,0.03,0.03,0.03,0,0.02,0,0.01,0.01,0,0.01,0.02,0.07,0.01,0,0.01,0.01,0.05,0.03,0.01,0.01,0.01,0,0.01,0.01,0,0,1.27,0.24,200,150,150,0.1,1.11,0.22,1.26,8.7,1.26,1.32,Upstairs
404,28,0.06,0.11,0.08,0.11,0.16,0.14,0.14,0.08,0.09,0.05,0.04,0.1,0.1,0.15,0.12,0.1,0.15,0.07,0.14,0.05,0.1,0.09,0.1,0.12,0.09,0.12,0.11,0.15,0.1,0.04,0,9.45,3.14,3675,3900,1783.33,1.26,2.07,1.45,1.59,2.6,1.59,10.22,Downstairs
405,28,0.12,0.07,0.1,0.13,0.09,0.09,0.1,0.11,0.12,0.09,0.07,0.06,0.13,0.09,0.11,0.15,0.12,0.13,0.09,0.07,0.16,0.13,0.08,0.1,0.08,0.09,0.07,0.09,0.09,0.12,0,9.45,3.04,3675,972.22,1700,1.58,2.15,1.91,1.91,2.79,1.91,10.36,Downstairs
406,28,0.07,0.13,0.13,0.09,0.07,0.08,0.12,0.11,0.11,0.13,0.1,0.08,0.08,0.11,0.12,0.11,0.12,0.11,0.1,0.1,0.12,0.1,0.13,0.1,0.1,0.08,0.1,0.09,0.11,0.1,0,9.45,3.18,883.33,3125,2616.67,1.64,2.52,1.8,1.97,3.26,1.97,10.37,Downstairs
407,28,0.11,0.06,0.16,0.09,0.12,0.1,0.08,0.1,0.08,0.11,0.14,0.14,0.09,0.08,0.1,0.08,0.07,0.1,0.12,0.11,0.08,0.06,0.14,0.1,0.09,0.1,0.09,0.13,0.1,0.13,0,9.27,3.47,1725,2650,1200,1.57,3,1.68,1.99,3.74,1.99,10.27,Downstairs
408,28,0.12,0.11,0.09,0.07,0.09,0.1,0.08,0.09,0.15,0.13,0.13,0.12,0.11,0.1,0.08,0.07,0.08,0.1,0.08,0.15,0.06,0.09,0.07,0.11,0.14,0.11,0.12,0.1,0.13,0.1,0,9.31,3.58,1133.33,1300,1880,1.79,3.12,1.55,2.13,3.85,2.13,10.37,Downstairs
409,28,0.09,0.1,0.06,0.09,0.07,0.08,0.05,0.09,0.07,0.09,0.12,0.09,0.1,0.06,0.07,0.07,0.06,0.07,0.06,0.11,0.07,0.09,0.06,0.08,0.1,0.08,0.07,0.09,0.06,0.1,0,7.28,2.77,1716.67,1125,2075,1.39,2.61,1.49,2.18,4.29,2.18,8.14,Downstairs
410,28,0.12,0.1,0.08,0.1,0.07,0.08,0.1,0.1,0.12,0.15,0.1,0.09,0.15,0.1,0.13,0.05,0.07,0.11,0.06,0.14,0.08,0.16,0.11,0.07,0.08,0.14,0.09,0.11,0.06,0.1,0,9.02,3.47,1775,2775,2162.5,1.92,3.01,2.01,2.35,3.74,2.35,10.46,Upstairs
411,28,0.11,0.1,0.12,0.08,0.13,0.1,0.11,0.1,0.07,0.1,0.05,0.13,0.11,0.14,0.1,0.09,0.07,0.1,0.1,0.13,0.1,0.08,0.09,0.12,0.08,0.14,0.1,0.12,0.12,0.07,0,9.05,3.64,925,1178.57,4150,1.68,2.73,1.87,2.18,3.34,2.18,10.41,Upstairs
412,28,0.07,0.1,0.1,0.08,0.16,0.13,0.1,0.07,0.12,0.09,0.08,0.11,0.09,0.09,0.1,0.09,0.1,0.13,0.12,0.1,0.11,0.12,0.1,0.11,0.11,0.09,0.12,0.09,0.09,0.09,0,9.16,3.37,850,2383.33,1566.67,1.5,2.72,1.77,1.93,3.37,1.93,10.33,Upstairs
413,28,0.08,0.08,0.09,0.12,0.08,0.13,0.1,0.11,0.11,0.13,0.08,0.1,0.09,0.1,0.1,0.09,0.1,0.09,0.15,0.1,0.14,0.1,0.09,0.11,0.11,0.09,0.11,0.1,0.1,0.07,0,9.21,3.26,3825,3175,1083.33,1.65,2.73,1.82,2.06,3.34,2.06,10.4,Upstairs
414,28,0.14,0.1,0.09,0.08,0.1,0.1,0.1,0.11,0.11,0.09,0.11,0.09,0.08,0.12,0.12,0.09,0.11,0.08,0.12,0.11,0.11,0.07,0.11,0.14,0.1,0.07,0.12,0.1,0.13,0.08,0,9.01,3.47,1733.33,993.75,1837.5,1.78,2.67,1.9,2.22,3.35,2.22,10.35,Upstairs
415,28,0.08,0.13,0.12,0.13,0.09,0.09,0.08,0.1,0.1,0.07,0.18,0.08,0.08,0.07,0.07,0.16,0.18,0.1,0.05,0.04,0.07,0.07,0.1,0.09,0.11,0.08,0.08,0.1,0.1,0.22,0,7.46,4.48,125,1433.33,2716.67,1.66,3.35,2.49,2.07,4.33,2.07,10.18,Upstairs
416,28,0.06,0.06,0.13,0.06,0.09,0.1,0.13,0.13,0.11,0.15,0.09,0.12,0.08,0.07,0.1,0.14,0.09,0.1,0.11,0.11,0.1,0.13,0.09,0.12,0.1,0.11,0.1,0.09,0.1,0.1,0,9.24,3.69,1925,1562.5,1550,1.93,3.09,1.65,2.41,3.86,2.41,10.42,Downstairs
417,28,0.02,0.07,0.08,0.09,0.13,0.09,0.12,0.1,0.16,0.16,0.06,0.09,0.12,0.14,0.11,0.12,0.1,0.09,0.12,0.08,0.05,0.09,0.11,0.14,0.12,0.11,0.1,0.13,0.12,0.06,0,9.17,3.82,1025,931.25,2975,1.78,2.67,1.42,2.22,3.24,2.22,10.31,Downstairs
418,28,0.02,0.1,0.08,0.1,0.1,0.09,0.09,0.1,0.19,0.15,0.04,0.1,0.09,0.15,0.14,0.14,0.11,0.12,0.1,0.05,0.1,0.07,0.11,0.09,0.09,0.16,0.16,0.09,0.1,0.06,0,9.13,3.63,2025,1358.33,1637.5,1.9,2.36,1.44,2.32,2.94,2.32,10.27,Downstairs
419,28,0.03,0.08,0.11,0.1,0.11,0.08,0.08,0.11,0.12,0.19,0.12,0.13,0.08,0.1,0.1,0.09,0.08,0.07,0.09,0.16,0.1,0.13,0.08,0.11,0.11,0.09,0.14,0.08,0.09,0.11,0,9.28,3.72,2450,1241.67,1580,1.97,3.53,1.68,2.51,4.32,2.51,10.48,Downstairs
420,28,0.11,0.1,0.09,0.11,0.09,0.13,0.08,0.12,0.1,0.1,0.11,0.14,0.13,0.07,0.09,0.1,0.08,0.09,0.08,0.11,0.11,0.11,0.08,0.11,0.1,0.09,0.09,0.12,0.07,0.14,0,8.83,3.83,2016.67,822.22,1487.5,1.88,3.3,1.82,2.4,4.14,2.4,10.19,Downstairs
421,28,0.17,0.12,0.11,0.09,0.11,0.08,0.13,0.1,0.05,0.04,0.14,0.09,0.08,0.11,0.08,0.07,0.13,0.12,0.11,0.1,0.13,0.12,0.11,0.09,0.08,0.07,0.1,0.07,0.12,0.13,0,9.06,3.74,1850,1166.67,2125,1.91,3.24,2.07,2.52,4.01,2.52,10.46,Downstairs
422,28,0.15,0.15,0.09,0.11,0.11,0.16,0.09,0.1,0.04,0.02,0.08,0.11,0.09,0.1,0.14,0.09,0.11,0.1,0.11,0.1,0.09,0.06,0.15,0.08,0.11,0.11,0.1,0.12,0.08,0.11,0,9.1,3.77,2150,1316.67,2225,1.63,2.95,1.62,2.13,3.7,2.13,10.32,Downstairs
423,28,0.21,0.08,0.09,0.09,0.12,0.12,0.07,0.07,0.09,0.08,0.13,0.08,0.13,0.09,0.08,0.07,0.11,0.12,0.09,0.12,0.14,0.1,0.08,0.09,0.09,0.08,0.11,0.13,0.12,0.08,0,8.99,3.61,2325,1008.33,2550,2.11,3.37,1.95,2.74,4.2,2.74,10.53,Downstairs
424,28,0.13,0.14,0.13,0.1,0.08,0.08,0.07,0.09,0.06,0.05,0.11,0.08,0.11,0.08,0.06,0.07,0.1,0.12,0.11,0.08,0.09,0.09,0.09,0.06,0.1,0.05,0.09,0.09,0.11,0.12,0,8.1,3.58,2925,1887.5,1033.33,1.65,2.94,1.7,2.31,4.07,2.31,9.33,Downstairs
425,28,0.01,0.02,0.04,0.03,0.02,0.07,0.17,0.14,0.35,0.17,0,0.05,0.07,0.16,0,0.29,0,0.21,0.13,0.1,0.13,0.13,0.16,0.12,0.27,0.06,0.08,0.07,0,0,0,9.87,0.98,580,159.02,350,1.75,0.05,0.13,1.76,0.16,1.76,10.07,Standing
426,28,0,0.02,0.03,0.04,0.04,0.07,0.22,0.17,0.16,0.25,0,0.01,0.04,0.15,0,0.32,0,0.31,0.14,0.04,0.11,0.07,0.08,0.07,0.29,0.18,0.2,0.02,0,0,0,9.87,1.02,125,179.25,580,1.78,0.04,0.11,1.79,0.06,1.79,10.08,Standing
427,28,0.36,0.09,0.09,0.06,0.06,0.05,0.05,0.02,0.06,0.16,0.06,0.4,0.07,0.07,0,0.1,0,0.08,0.08,0.15,0.06,0.08,0.05,0.03,0.03,0.01,0.01,0.09,0.57,0.07,0,9.74,2,2025,211.96,433.33,1.43,0.18,0.85,1.53,0.25,1.53,10.11,Standing
428,28,0.14,0.19,0.19,0.08,0.08,0.08,0.08,0.06,0.07,0.05,0,0.04,0.04,0.11,0,0.11,0,0.21,0.25,0.25,0.19,0.11,0.15,0.09,0.19,0.07,0.11,0.11,0.01,0,0,9.9,0.98,2400,171.3,1062.5,1.55,0.06,0.16,1.56,0.09,1.56,10.07,Standing
429,28,0.05,0.09,0.19,0.12,0.14,0.12,0.11,0.06,0.09,0.05,0,0.02,0.07,0.1,0,0.28,0,0.2,0.21,0.12,0.08,0.06,0.12,0.08,0.11,0.1,0.22,0.25,0,0,0,9.88,1.07,983.33,178.18,490.63,1.61,0.05,0.14,1.62,0.08,1.62,10.07,Standing
430,28,0.03,0.06,0.11,0.11,0.12,0.1,0.11,0.15,0.16,0.08,0.37,0.03,0.03,0.1,0,0.15,0,0.14,0.13,0.07,0,0.03,0.08,0.04,0.13,0.05,0.14,0.12,0.04,0.36,0,9.65,2.11,866.67,183.33,412.5,1.66,0.27,1.19,1.66,0.29,1.66,10.1,Standing
431,28,0,0,0.02,0.01,0.01,0.06,0.07,0.02,0.02,0,0.15,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,1.82,0.7,340,375,183.33,0.32,1.47,0.57,1.68,7.53,1.68,1.98,Standing
432,35,0.2,0.42,0.12,0.1,0,0.05,0,0.03,0.01,0.05,0.05,0.07,0,0.08,0,0,0.29,0,0,0.47,0.09,0.12,0.25,0,0,0.25,0,0.15,0,0.16,0,9.36,2.82,300,260.81,285.29,2.39,0.05,0.05,2.4,0.2,2.4,10.07,Standing
433,35,0,0.01,0.02,0.07,0,0.18,0,0.2,0.18,0.35,0.05,0.12,0,0.23,0,0,0.31,0,0,0.29,0.1,0.11,0.23,0,0,0.29,0,0.15,0,0.14,0,9.33,2.82,406.25,328.57,258.33,2.56,0.04,0.05,2.57,0.06,2.57,10.08,Standing
434,35,0,0.03,0.01,0.05,0,0.17,0,0.21,0.22,0.34,0.08,0.13,0,0.38,0,0,0.33,0,0,0.09,0,0,0.04,0,0,0.08,0,0.25,0,0.58,0,9.31,2.92,320,303.45,240,2.56,0.03,0.06,2.56,0.05,2.56,10.09,Standing
435,35,0.03,0.02,0.06,0.15,0,0.24,0,0.24,0.15,0.13,0,0.06,0,0.28,0,0,0.4,0,0,0.26,0.02,0.04,0.12,0,0,0.24,0,0.4,0,0.18,0,9.34,2.85,298.33,376.92,365.38,2.51,0.03,0.04,2.51,0.04,2.51,10.08,Standing
436,35,0.02,0.21,0.17,0.25,0,0.19,0,0.15,0.03,0,0,0,0,0.09,0,0,0.44,0,0,0.46,0.01,0.05,0.19,0,0,0.3,0,0.34,0,0.13,0,9.36,2.84,395.65,316.67,268.06,2.44,0.03,0.04,2.45,0.04,2.45,10.09,Standing
437,35,0,0.04,0.02,0.09,0,0.11,0,0.05,0.03,0.01,0,0.01,0,0.05,0,0,0.08,0,0,0.2,0.01,0.03,0.06,0,0,0.15,0,0.1,0,0.01,0,3.23,0.98,290.91,265,338.89,0.85,2.12,0.64,2.48,6.14,2.48,3.48,Standing
438,35,0.06,0.62,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.76,0.14,0.22,0.31,0.19,0.09,0.05,0.01,0,0,0,0,7.06,5.56,335.71,262.16,266.67,4.71,0.03,0.04,4.71,0.18,4.71,10.15,Sitting
439,35,0.38,0.2,0.4,0.02,0,0.01,0,0.01,0.01,0,0.02,0.02,0.04,0.02,0.05,0,0.11,0.18,0.2,0.34,0.29,0.11,0.08,0.03,0.02,0.01,0.01,0.02,0.12,0.31,0,6.92,5.72,468.42,222.62,306.67,4.69,0.16,0.25,4.69,0.19,4.69,10.13,Sitting
440,35,0.03,0.07,0.25,0.2,0.15,0.16,0.12,0.03,0.01,0.01,0.09,0.06,0.12,0.14,0.23,0,0.15,0.17,0.05,0.01,0.01,0,0.01,0.01,0.02,0.11,0.23,0.19,0.3,0.13,0,6.68,5.79,566.67,218.18,591.67,4.99,0.1,0.1,5,0.15,5,10.15,Sitting
441,35,0,0,0.05,0.36,0.39,0.13,0.06,0.01,0.02,0,0,0,0.02,0.02,0.11,0,0.37,0.48,0.02,0,0,0.01,0,0.05,0.26,0.25,0.23,0.16,0.06,0,0,6.76,5.68,384.78,270,316.13,5.04,0.03,0.05,5.04,0.05,5.04,10.17,Sitting
442,35,0,0,0,0.02,0.16,0.23,0.51,0.08,0.01,0,0,0,0.01,0.07,0.23,0,0.46,0.25,0,0,0,0.04,0.08,0.08,0.19,0.19,0.27,0.13,0.04,0,0,6.74,5.67,248.72,374,270,5.12,0.03,0.05,5.13,0.04,5.13,10.19,Sitting
443,35,0,0,0.01,0.04,0.03,0.11,0.27,0.28,0.16,0.13,0.01,0.07,0.16,0.19,0.21,0,0.12,0.23,0.02,0,0.1,0.13,0.12,0.09,0.1,0.14,0.15,0.14,0.05,0,0,6.7,5.63,275.71,222.09,234.15,5.21,0.07,0.08,5.22,0.1,5.22,10.19,Sitting
444,35,0,0,0.01,0,0.02,0.04,0.12,0.23,0.24,0.35,0.54,0.25,0.14,0.03,0.02,0,0.03,0.01,0,0,0.01,0.01,0.01,0.02,0.03,0.04,0.06,0.11,0.38,0.34,0,6.44,5.87,239.02,175,208.89,5.31,0.13,0.12,5.32,0.16,5.32,10.2,Sitting
445,35,0,0,0,0.01,0.01,0.01,0.03,0.03,0.38,0.5,0.04,0.4,0.36,0.1,0.07,0,0.02,0.02,0.01,0,0.05,0.07,0.08,0.11,0.14,0.22,0.22,0.09,0.03,0.01,0,6.56,5.62,341.07,237.18,303.33,5.34,0.06,0.07,5.37,0.09,5.37,10.16,Sitting
446,18,0.15,0.07,0.1,0,0,0.21,0,0.16,0,0.33,0.03,0,0,0.01,0,0,0.03,0,0.2,0.73,0.27,0.17,0,0.2,0,0,0.16,0,0.08,0.14,0,1.9,8.34,242.5,1275,200,5.58,0.07,0.07,5.59,0.1,5.59,10.22,Sitting
447,18,0.39,0.04,0.07,0,0,0.08,0,0.06,0,0.36,0.38,0,0,0.09,0,0,0.09,0,0.16,0.28,0.16,0.09,0,0.13,0,0,0.11,0,0.1,0.41,0,1.73,8.45,383.33,900,228.85,5.48,0.17,0.14,5.49,0.22,5.49,10.23,Sitting
448,18,0.04,0.09,0.21,0,0,0.23,0,0.19,0,0.25,0.1,0,0,0.41,0,0,0.32,0,0.17,0.02,0.01,0.07,0,0.14,0,0,0.21,0,0.28,0.31,0,1.75,8.42,237.5,285.29,226.74,5.57,0.03,0.05,5.57,0.05,5.57,10.25,Sitting
449,18,0.04,0.06,0.19,0,0,0.31,0,0.26,0,0.14,0.05,0,0,0.4,0,0,0.4,0,0.16,0,0.01,0.05,0,0.15,0,0,0.38,0,0.29,0.14,0,1.75,8.4,304.84,301.61,265.71,5.57,0.02,0.04,5.57,0.03,5.57,10.23,Sitting
450,18,0,0,0.01,0,0,0.22,0,0.57,0,0.21,0,0,0,0.05,0,0,0.57,0,0.38,0,0,0.05,0,0.34,0,0,0.39,0,0.21,0.03,0,1.77,8.38,269.35,289.39,262.86,5.6,0.02,0.03,5.6,0.03,5.6,10.23,Sitting
451,18,0.01,0.06,0.15,0,0,0.44,0,0.3,0,0.06,0.07,0,0,0.43,0,0,0.44,0,0.07,0,0.01,0.06,0,0.28,0,0,0.4,0,0.19,0.08,0,1.75,8.39,327.78,393.75,246.15,5.56,0.02,0.03,5.57,0.03,5.57,10.22,Sitting
452,18,0,0,0.03,0,0,0.4,0,0.45,0,0.12,0.01,0,0,0.15,0,0,0.6,0,0.25,0,0.01,0.02,0,0.26,0,0,0.4,0,0.26,0.07,0,1.77,8.39,263.89,336.21,257.89,5.59,0.02,0.03,5.59,0.03,5.59,10.24,Sitting
453,18,0.05,0.01,0.02,0,0,0.06,0,0.13,0,0.06,0.06,0,0,0.06,0,0,0.16,0,0.04,0.02,0.01,0,0,0.05,0,0,0.13,0,0.08,0.06,0,0.55,2.7,328.57,357.14,200,1.78,0.38,1.83,5.57,1.18,5.57,3.28,Sitting
454,18,0.02,0.04,0.04,0.04,0.03,0.14,0.26,0.14,0.22,0.09,0.06,0.06,0,0.04,0,0,0.15,0,0.38,0.33,0.46,0.33,0.14,0.04,0.02,0.01,0.01,0.01,0,0,0,9.97,0.49,1475,204.26,2100,0.26,0.07,0.13,0.34,0.13,0.34,9.99,Standing
455,18,0.08,0.04,0.02,0.02,0.02,0.07,0.13,0.09,0.29,0.26,0.09,0.03,0,0.05,0,0,0.19,0,0.41,0.23,0.13,0.22,0.22,0.13,0.12,0.06,0.05,0.03,0.02,0.05,0,9.96,0.72,275,278.79,250,0.28,0.07,0.18,0.39,0.12,0.39,9.99,Standing
456,18,0.04,0.1,0.04,0.02,0.02,0.04,0.09,0.07,0.35,0.26,0.06,0.06,0,0.18,0,0,0.37,0,0.29,0.05,0,0,0.01,0.07,0.11,0.05,0.22,0.19,0.26,0.11,0,9.92,1,400,283.33,307.14,0.23,0.04,0.12,0.31,0.06,0.31,9.98,Standing
457,18,0.11,0.19,0.14,0.15,0.08,0.15,0.1,0.04,0.06,0.02,0.07,0.1,0,0.2,0,0,0.24,0,0.25,0.16,0.03,0.16,0.17,0.25,0.18,0.05,0.06,0.04,0.03,0.05,0,9.93,0.77,?,245.95,133.33,0.44,0.06,0.13,0.48,0.08,0.48,9.97,Standing
458,18,0.21,0.11,0.12,0.1,0.05,0.14,0.1,0.04,0.08,0.08,0.13,0.15,0,0.17,0,0,0.21,0,0.21,0.15,0.07,0.08,0.07,0.07,0.06,0.01,0.04,0.05,0.14,0.43,0,9.92,1.03,1216.67,186.73,1430,0.46,0.08,0.3,0.53,0.13,0.53,9.99,Standing
459,18,0.13,0.15,0.17,0.21,0.07,0.14,0.08,0.04,0.02,0.02,0.05,0.07,0,0.29,0,0,0.35,0,0.2,0.06,0,0.07,0.06,0.09,0.1,0.08,0.19,0.23,0.18,0.02,0,9.92,0.91,?,231.71,1070,0.47,0.04,0.13,0.51,0.06,0.51,9.97,Standing
460,18,0.11,0.1,0.11,0.18,0.09,0.12,0.11,0.04,0.11,0.04,0.06,0.1,0,0.24,0,0,0.4,0,0.13,0.07,0.03,0.02,0.02,0.05,0.05,0.03,0.13,0.22,0.24,0.23,0,9.91,1.03,450,272.86,225,0.43,0.06,0.16,0.49,0.14,0.49,9.98,Standing
461,18,0.07,0.06,0.04,0.14,0.1,0.23,0.16,0.08,0.09,0.05,0.03,0.05,0,0.17,0,0,0.46,0,0.25,0.06,0.01,0.03,0.04,0.14,0.3,0.15,0.26,0.05,0.02,0.02,0,9.93,0.86,900,357.69,625,0.36,0.03,0.09,0.41,0.06,0.41,9.97,Standing
462,18,0.02,0.01,0.01,0.06,0.03,0.04,0.04,0.01,0.03,0.04,0.06,0.01,0,0.05,0,0,0.1,0,0.04,0.01,0,0,0.01,0,0.05,0.04,0.06,0.04,0.01,0.05,0,2.57,0.31,?,222.22,125,0.09,1.9,0.23,0.42,7.31,0.42,2.59,Standing
463,33,0.09,0.08,0.29,0,0.3,0,0.11,0.08,0.07,0.01,0.01,0,0,0,0.2,0,0,0,0.53,0.25,0.1,0.04,0.05,0.11,0,0.1,0,0.2,0.23,0.19,0,9.89,1.44,4650,262.5,600,0.08,0.02,0.08,0.1,0.19,0.1,10,Standing
464,33,0.22,0.15,0.15,0,0.19,0,0.18,0.06,0.05,0.02,0.03,0,0,0,0.15,0,0,0,0.5,0.29,0.32,0.14,0.17,0.15,0,0.05,0,0.03,0.04,0.11,0,9.89,1.35,1033.33,322.41,600,0.1,0.02,0.09,0.13,0.04,0.13,9.99,Standing
465,33,0.03,0.11,0.24,0,0.24,0,0.23,0.1,0.05,0.02,0.05,0,0,0,0.3,0,0,0,0.47,0.18,0.16,0.12,0.12,0.18,0,0.13,0,0.1,0.04,0.17,0,9.88,1.4,3450,429.55,308.33,0.07,0.02,0.08,0.08,0.03,0.08,9.98,Standing
466,33,0.15,0.18,0.11,0,0.16,0,0.19,0.11,0.05,0.07,0.06,0,0,0,0.34,0,0,0,0.52,0.08,0.02,0.05,0.16,0.25,0,0.23,0,0.17,0.09,0.05,0,9.87,1.41,400,350,393.48,0.09,0.03,0.05,0.11,0.03,0.11,9.97,Standing
